Cluster ID	Gene ID|Swissprot Annotation	PFAM Annotations	NR Annotation	P value	Adjusted P Value	Average Log Fold Change	Percent Positive Cells in Cluster	Percent Positive Cells Outside of Cluster
i_neuron/gland_cell_progenitor	t15961aep|RM22_RAT	PF00237	"PREDICTED: 39S ribosomal protein L22, mitochondrial-like [Hydra vulgaris]"	5.97E-17	2.00E-12	0.377153122	0.526	0.416
i_neuron/gland_cell_progenitor	t1752aep	NA	"PREDICTED: uncharacterized protein LOC100203597, partial [Hydra vulgaris]"	9.72E-18	3.25E-13	0.376713738	0.45	0.315
i_neuron/gland_cell_progenitor	t11854aep|NACA_ORENI	PF01849	PREDICTED: nascent polypeptide-associated complex subunit alpha-like [Hydra vulgaris]	2.18E-88	7.26E-84	0.376612099	0.975	0.938
i_neuron/gland_cell_progenitor	t16471aep|SF3A2_HUMAN	PF16835	PREDICTED: splicing factor 3A subunit 2-like [Hydra vulgaris]	6.91E-20	2.31E-15	0.375735382	0.573	0.443
i_neuron/gland_cell_progenitor	t13949aep|TCPA_MONDO	PF00118	PREDICTED: T-complex protein 1 subunit alpha-like [Hydra vulgaris]	8.47E-30	2.83E-25	0.375465503	0.757	0.671
i_neuron/gland_cell_progenitor	t13974aep|CD11B_HUMAN	PF00069;PF07714	PREDICTED: cyclin-dependent kinase 11B-like [Hydra vulgaris]	1.08E-19	3.60E-15	0.375271286	0.594	0.478
i_neuron/gland_cell_progenitor	t1479aep|HAP28_RAT	PF10252	PREDICTED: 28 kDa heat- and acid-stable phosphoprotein-like [Hydra vulgaris]	1.62E-18	5.40E-14	0.375032884	0.663	0.575
i_neuron/gland_cell_progenitor	t32290aep|NOL6_MOUSE	PF17406;PF17405;PF17403;PF03813;PF17404;PF17407	PREDICTED: nucleolar protein 6-like [Hydra vulgaris]	1.54E-24	5.16E-20	0.374941913	0.61	0.486
i_neuron/gland_cell_progenitor	t8936aep|TCPE_MACFA	PF00118	PREDICTED: T-complex protein 1 subunit epsilon [Hydra vulgaris]	3.31E-31	1.10E-26	0.374848697	0.748	0.679
i_neuron/gland_cell_progenitor	t22357aep|LSM8_PONAB	PF01423	PREDICTED: U6 snRNA-associated Sm-like protein LSm8 [Hydra vulgaris]	2.84E-24	9.50E-20	0.374492274	0.557	0.411
i_neuron/gland_cell_progenitor	t8241aep|ALS2_PANTR	PF00415;PF13540;PF02493;PF02204	PREDICTED: alsin-like [Hydra vulgaris]	2.85E-22	9.53E-18	0.374313631	0.487	0.342
i_neuron/gland_cell_progenitor	t1562aep|CBS_HUMAN	PF00291;PF00571	PREDICTED: cystathionine beta-synthase [Hydra vulgaris]	1.91E-28	6.38E-24	0.373052401	0.661	0.503
i_neuron/gland_cell_progenitor	t36015aep|DENR_CHICK	PF01253	PREDICTED: density-regulated protein-like [Hydra vulgaris]	1.52E-17	5.08E-13	0.372665739	0.591	0.491
i_neuron/gland_cell_progenitor	t21171aep|RL12_RAT	PF03946;PF00298	uncharacterized protein LOC100198049 [Hydra vulgaris] >gi|7635738|emb|CAB88388.1| L12 ribosomal protein [Hydra vulgaris]	1.64E-71	5.48E-67	0.372492172	0.988	0.954
i_neuron/gland_cell_progenitor	t4551aep|BOP1B_XENLA	PF08145;PF00400;PF12894	PREDICTED: ribosome biogenesis protein bop1-B-like [Hydra vulgaris]	1.37E-20	4.57E-16	0.372451128	0.614	0.5
i_neuron/gland_cell_progenitor	t15600aep|RLA0_RANSY	PF00466;PF00428	PREDICTED: 60S acidic ribosomal protein P0-like [Hydra vulgaris]	4.20E-100	1.40E-95	0.371695799	0.986	0.965
i_neuron/gland_cell_progenitor	t6004aep	NA	PREDICTED: uncharacterized protein LOC100206244 [Hydra vulgaris]	3.04E-24	1.01E-19	0.371585454	0.596	0.456
i_neuron/gland_cell_progenitor	t19267aep|RL15_NEUCR	PF00827	PREDICTED: 60S ribosomal protein L15-like [Hydra vulgaris]	1.57E-59	5.23E-55	0.371025196	0.986	0.947
i_neuron/gland_cell_progenitor	t6190aep	PF02037	PREDICTED: apoptotic chromatin condensation inducer in the nucleus-like [Hydra vulgaris]	1.89E-22	6.32E-18	0.370709131	0.529	0.385
i_neuron/gland_cell_progenitor	t11286aep|MYCBP_HUMAN	NA	PREDICTED: C-Myc-binding protein-like isoform X1 [Hydra vulgaris]	8.22E-21	2.74E-16	0.370678525	0.52	0.379
i_neuron/gland_cell_progenitor	t25828aep|TCPZ_MOUSE	PF00118	PREDICTED: T-complex protein 1 subunit zeta-like [Hydra vulgaris]	1.61E-29	5.38E-25	0.370533115	0.746	0.674
i_neuron/gland_cell_progenitor	t27696aep|DPH3_CAEEL	PF05207	PREDICTED: DPH3 homolog [Hydra vulgaris]	7.66E-14	2.56E-09	0.370255605	0.432	0.316
i_neuron/gland_cell_progenitor	t22127aep|EF1G_RABIT	PF00647;PF02798;PF00043;PF13417	PREDICTED: elongation factor 1-gamma-like [Hydra vulgaris]	2.34E-76	7.81E-72	0.370009578	0.97	0.924
i_neuron/gland_cell_progenitor	t11045aep|NSA2_BOVIN	PF01201	PREDICTED: ribosome biogenesis protein NSA2 homolog [Hydra vulgaris]	3.20E-25	1.07E-20	0.369214987	0.781	0.72
i_neuron/gland_cell_progenitor	t16637aep|MCA3_CRIGR	NA	PREDICTED: eukaryotic translation elongation factor 1 epsilon-1-like [Hydra vulgaris]	5.10E-15	1.70E-10	0.369072937	0.589	0.501
i_neuron/gland_cell_progenitor	t5974aep|NOC2L_MOUSE	PF03715	PREDICTED: nucleolar complex protein 2 homolog [Hydra vulgaris]	1.33E-23	4.45E-19	0.368136282	0.621	0.493
i_neuron/gland_cell_progenitor	t841aep|CDC45_HUMAN	PF02724	PREDICTED: cell division control protein 45 homolog [Hydra vulgaris]	2.26E-33	7.56E-29	0.367806373	0.416	0.219
i_neuron/gland_cell_progenitor	t5414aep|SNUT1_HUMAN	PF03343	PREDICTED: U4/U6.U5 tri-snRNP-associated protein 1-like [Hydra vulgaris]	2.63E-27	8.77E-23	0.366991702	0.57	0.416
i_neuron/gland_cell_progenitor	t11431aep|YPD1_CAEEL	PF05193;PF00675;PF08367	PREDICTED: uncharacterized protein C05D11.1-like [Hydra vulgaris]	5.24E-23	1.75E-18	0.366485602	0.577	0.442
i_neuron/gland_cell_progenitor	t22137aep|PSD13_CHICK	PF01399	PREDICTED: 26S proteasome non-ATPase regulatory subunit 13-like [Hydra vulgaris]	1.46E-20	4.88E-16	0.366129574	0.55	0.432
i_neuron/gland_cell_progenitor	t23187aep|RL6_CHILA	PF01159;PF03868	PREDICTED: 60S ribosomal protein L6-like [Hydra vulgaris]	8.17E-70	2.73E-65	0.365938563	0.974	0.928
i_neuron/gland_cell_progenitor	t12871aep|CDC5L_NEMVE	PF11831;PF00249;PF13921	PREDICTED: cell division cycle 5-related protein-like [Hydra vulgaris]	1.55E-14	5.17E-10	0.364222245	0.563	0.476
i_neuron/gland_cell_progenitor	t13357aep|CTBL1_MOUSE	PF08216	PREDICTED: beta-catenin-like protein 1 [Hydra vulgaris]	9.74E-22	3.25E-17	0.363645612	0.483	0.34
i_neuron/gland_cell_progenitor	t31401aep|U5S1_CHICK	PF00009;PF16004;PF00679;PF03764;PF03144;PF14492	predicted protein [Nematostella vectensis] >gi|156216076|gb|EDO37021.1| predicted protein [Nematostella vectensis]	4.34E-24	1.45E-19	0.363372904	0.492	0.339
i_neuron/gland_cell_progenitor	t20169aep|ES1_MOUSE	NA	"PREDICTED: ES1 protein homolog, mitochondrial-like [Hydra vulgaris]"	7.27E-21	2.43E-16	0.362933577	0.49	0.354
i_neuron/gland_cell_progenitor	t11562aep|PSMD6_DROME	PF10602;PF01399	PREDICTED: 26S proteasome non-ATPase regulatory subunit 6-like [Hydra vulgaris]	1.41E-20	4.70E-16	0.362810017	0.653	0.545
i_neuron/gland_cell_progenitor	t11599aep|DMTA2_DANRE	PF00751;PF03474	PREDICTED: doublesex- and mab-3-related transcription factor A2-like [Hydra vulgaris]	9.16E-31	3.06E-26	0.362694268	0.379	0.192
i_neuron/gland_cell_progenitor	t22140aep|HNRL1_MOUSE	PF02037;PF13671	PREDICTED: heterogeneous nuclear ribonucleoprotein U-like isoform X1 [Hydra vulgaris]	5.51E-34	1.84E-29	0.362356062	0.81	0.753
i_neuron/gland_cell_progenitor	t9175aep|UBC9A_DANRE	PF00179	PREDICTED: SUMO-conjugating enzyme UBC9-A-like [Hydra vulgaris]	9.07E-28	3.03E-23	0.36187324	0.489	0.318
i_neuron/gland_cell_progenitor	t15241aep|MCM2_XENLA	PF00493;PF17207;PF14551;PF12619;PF01078	PREDICTED: LOW QUALITY PROTEIN: DNA replication licensing factor mcm2-like [Hydra vulgaris]	7.17E-33	2.39E-28	0.361532274	0.34	0.162
i_neuron/gland_cell_progenitor	t22123aep|IN80E_RAT	NA	PREDICTED: uncharacterized protein LOC100212329 [Hydra vulgaris]	2.57E-18	8.59E-14	0.361370115	0.494	0.357
i_neuron/gland_cell_progenitor	t10694aep|WDR3_HUMAN	PF00400;PF04003;PF12894;PF04192;PF16529	PREDICTED: WD repeat-containing protein 3-like [Hydra vulgaris]	8.20E-22	2.74E-17	0.361302084	0.453	0.306
i_neuron/gland_cell_progenitor	t28707aep|EIF3K_DANRE	PF10075	PREDICTED: eukaryotic translation initiation factor 3 subunit K-like [Hydra vulgaris]	5.34E-29	1.78E-24	0.36123293	0.778	0.71
i_neuron/gland_cell_progenitor	t8239aep|NSRP1_DANRE	PF09745	PREDICTED: nuclear speckle splicing regulatory protein 1-like [Hydra vulgaris]	7.33E-17	2.45E-12	0.361152013	0.582	0.48
i_neuron/gland_cell_progenitor	t4942aep|KHDR3_MOUSE	PF00013	"PREDICTED: KH domain-containing, RNA-binding, signal transduction-associated protein 2-like [Hydra vulgaris]"	2.75E-14	9.18E-10	0.361120917	0.451	0.355
i_neuron/gland_cell_progenitor	t27543aep|SMC2_XENLA	PF02463;PF06470;PF13304;PF13175;PF13476	PREDICTED: structural maintenance of chromosomes protein 2-like [Crassostrea gigas]	2.20E-36	7.34E-32	0.36105813	0.434	0.229
i_neuron/gland_cell_progenitor	t15532aep|RL7_CAEEL	PF08079;PF00327	PREDICTED: 60S ribosomal protein L7-like [Hydra vulgaris]	2.75E-116	9.19E-112	0.360284564	0.996	0.976
i_neuron/gland_cell_progenitor	t23692aep|RRP7A_HUMAN	PF12923	PREDICTED: ribosomal RNA-processing protein 7 homolog A-like [Hydra vulgaris]	1.58E-27	5.27E-23	0.360215461	0.485	0.317
i_neuron/gland_cell_progenitor	t1136aep|TLK2_XENTR	PF00069;PF07714	PREDICTED: serine/threonine-protein kinase tousled-like 2 [Hydra vulgaris]	6.95E-15	2.32E-10	0.360087956	0.584	0.514
i_neuron/gland_cell_progenitor	t16187aep|PPIG_MOUSE	PF00160	PREDICTED: peptidyl-prolyl cis-trans isomerase G-like [Hydra vulgaris]	1.24E-20	4.15E-16	0.359111518	0.596	0.489
i_neuron/gland_cell_progenitor	t23469aep|MCM7_BOVIN	PF00493;PF17207;PF14551;PF01078;PF07728	PREDICTED: DNA replication licensing factor mcm7-B-like [Hydra vulgaris]	1.57E-37	5.23E-33	0.358683379	0.4	0.195
i_neuron/gland_cell_progenitor	t25885aep|SRRM2_MOUSE	PF08312	PREDICTED: serine/arginine repetitive matrix protein 2-like [Hydra vulgaris]	3.65E-30	1.22E-25	0.35814152	0.771	0.732
i_neuron/gland_cell_progenitor	t28492aep	NA	NA	3.34E-19	1.12E-14	0.357797169	0.489	0.357
i_neuron/gland_cell_progenitor	t16776aep|SYLC_HUMAN	PF00133;PF09334;PF08264;PF01406	"PREDICTED: leucine--tRNA ligase, cytoplasmic-like [Hydra vulgaris]"	3.33E-16	1.11E-11	0.35745797	0.496	0.391
i_neuron/gland_cell_progenitor	t20513aep|RL18A_DANRE	PF01775	PREDICTED: 60S ribosomal protein L18a-like [Hydra vulgaris]	2.36E-44	7.89E-40	0.357235908	0.945	0.902
i_neuron/gland_cell_progenitor	t28820aep	PF15086	PREDICTED: small integral membrane protein 15-like [Hydra vulgaris]	1.87E-19	6.23E-15	0.357039314	0.557	0.423
i_neuron/gland_cell_progenitor	t11846aep|RL13_DANRE	PF01294	PREDICTED: 60S ribosomal protein L13-like [Hydra vulgaris]	2.16E-76	7.22E-72	0.356968488	0.993	0.962
i_neuron/gland_cell_progenitor	t23363aep|RM55_DROME	PF09776	"PREDICTED: 39S ribosomal protein L55, mitochondrial-like isoform X1 [Hydra vulgaris]"	1.36E-16	4.54E-12	0.356359533	0.601	0.502
i_neuron/gland_cell_progenitor	t22126aep|CC124_BOVIN	PF06244	PREDICTED: coiled-coil domain-containing protein 124-like [Hydra vulgaris]	6.96E-20	2.32E-15	0.355107585	0.459	0.316
i_neuron/gland_cell_progenitor	t17007aep	NA	NA	1.23E-22	4.12E-18	0.354525311	0.404	0.252
i_neuron/gland_cell_progenitor	t4674aep	NA	NA	5.60E-10	1.87E-05	0.354467623	0.339	0.246
i_neuron/gland_cell_progenitor	t2536aep|NOG2_MOUSE	PF08153;PF01926	PREDICTED: nucleolar GTP-binding protein 2-like [Hydra vulgaris]	1.89E-14	6.32E-10	0.354323219	0.697	0.619
i_neuron/gland_cell_progenitor	t21332aep|TTC4_MOUSE	PF00515;PF07719	PREDICTED: tetratricopeptide repeat protein 4-like [Hydra vulgaris]	1.62E-18	5.41E-14	0.354006482	0.61	0.507
i_neuron/gland_cell_progenitor	t12300aep	NA	NA	1.07E-20	3.58E-16	0.353969557	0.577	0.454
i_neuron/gland_cell_progenitor	t10558aep|ARFRP_BOVIN	PF00025;PF00071;PF08477;PF09439;PF00503;PF04670;PF01926	hypothetical protein BRAFLDRAFT_123592 [Branchiostoma floridae] >gi|229295050|gb|EEN65698.1| hypothetical protein BRAFLDRAFT_123592 [Branchiostoma floridae]	2.19E-18	7.32E-14	0.352760146	0.485	0.358
i_neuron/gland_cell_progenitor	t786aep|EXOS8_HUMAN	PF01138;PF03725	PREDICTED: exosome complex component RRP43-like isoform X2 [Hydra vulgaris]	7.86E-15	2.62E-10	0.35269694	0.501	0.399
i_neuron/gland_cell_progenitor	t27262aep|CLU_MOUSE	PF13236;PF12807;PF13424;PF15044;PF13374	"PREDICTED: protein clueless-like, partial [Hydra vulgaris]"	4.42E-21	1.48E-16	0.352319261	0.672	0.589
i_neuron/gland_cell_progenitor	t20512aep|DRB1_ORYSJ	PF00035;PF14709	PREDICTED: uncharacterized protein LOC100206939 [Hydra vulgaris]	2.68E-23	8.94E-19	0.352128235	0.624	0.509
i_neuron/gland_cell_progenitor	t3426aep|TPX2_PATPE	PF12214;PF06886	PREDICTED: targeting protein for Xklp2 homolog [Hydra vulgaris]	9.64E-19	3.22E-14	0.351976826	0.413	0.273
i_neuron/gland_cell_progenitor	t34966aep|TI16A_XENLA	PF03656	PREDICTED: mitochondrial import inner membrane translocase subunit TIM16-like [Hydra vulgaris]	7.61E-12	2.54E-07	0.351840774	0.561	0.475
i_neuron/gland_cell_progenitor	t12593aep	NA	PREDICTED: uncharacterized protein LOC101234971 [Hydra vulgaris]	7.38E-39	2.46E-34	0.351606485	0.801	0.666
i_neuron/gland_cell_progenitor	t31909aep|RBM25_MOUSE	PF01480	PREDICTED: RNA-binding protein 25-like isoform X3 [Hydra vulgaris]	5.30E-20	1.77E-15	0.351533473	0.647	0.564
i_neuron/gland_cell_progenitor	t22780aep|BHMT1_XENLA	PF02574	PREDICTED: betaine--homocysteine S-methyltransferase 1-like [Hydra vulgaris]	2.46E-25	8.21E-21	0.351006131	0.637	0.422
i_neuron/gland_cell_progenitor	t36111aep|P20D2_MOUSE	PF07687;PF01546	"PREDICTED: peptidase M20 domain-containing protein 2-like, partial [Hydra vulgaris]"	1.39E-32	4.64E-28	0.351001559	0.487	0.287
i_neuron/gland_cell_progenitor	t22734aep|TCPH_BOVIN	PF00118	PREDICTED: T-complex protein 1 subunit eta-like [Hydra vulgaris]	3.93E-33	1.31E-28	0.350264756	0.843	0.792
i_neuron/gland_cell_progenitor	t30112aep	NA	PREDICTED: uncharacterized protein LOC105847139 [Hydra vulgaris]	6.29E-13	2.10E-08	0.350028095	0.451	0.345
i_neuron/gland_cell_progenitor	t12043aep|RS12_CHICK	PF01248	PREDICTED: 40S ribosomal protein S12-like [Hydra vulgaris]	4.87E-121	1.63E-116	0.349754141	1	0.986
i_neuron/gland_cell_progenitor	t36784aep|TYW1_MOUSE	PF08608;PF04055;PF00258	PREDICTED: S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase-like [Hydra vulgaris]	8.13E-23	2.71E-18	0.349697224	0.63	0.515
i_neuron/gland_cell_progenitor	t29024aep|RL19_RAT	PF01280	PREDICTED: 60S ribosomal protein L19-like [Hydra vulgaris]	8.27E-106	2.76E-101	0.349379582	0.998	0.974
i_neuron/gland_cell_progenitor	t6894aep|PCM1_XENLA	PF15717	"PREDICTED: pericentriolar material 1 protein-like, partial [Hydra vulgaris]"	4.72E-21	1.58E-16	0.34929602	0.679	0.607
i_neuron/gland_cell_progenitor	t12062aep|PSB5_RAT	PF00227	PREDICTED: proteasome subunit beta type-5-like [Hydra vulgaris]	2.60E-14	8.67E-10	0.348483631	0.626	0.563
i_neuron/gland_cell_progenitor	t18746aep|SPEE_HUMAN	PF01564;PF17284	PREDICTED: LOW QUALITY PROTEIN: spermidine synthase-like [Hydra vulgaris]	2.95E-33	9.86E-29	0.348211832	0.397	0.212
i_neuron/gland_cell_progenitor	t18579aep|CCNB_HYDVU	PF00134;PF02984	PREDICTED: G2/mitotic-specific cyclin-B [Hydra vulgaris]	4.22E-36	1.41E-31	0.347546431	0.55	0.325
i_neuron/gland_cell_progenitor	t20217aep|EIF3M_NEMVE	PF01399	PREDICTED: eukaryotic translation initiation factor 3 subunit M-like [Hydra vulgaris]	5.58E-20	1.86E-15	0.347221952	0.704	0.626
i_neuron/gland_cell_progenitor	t20747aep|NAT10_HUMAN	PF13718;PF13725;PF05127;PF08351	PREDICTED: N-acetyltransferase 10-like [Hydra vulgaris]	6.48E-16	2.16E-11	0.347141527	0.489	0.374
i_neuron/gland_cell_progenitor	t22268aep|PTPS_DROME	PF01242	PREDICTED: 6-pyruvoyl tetrahydrobiopterin synthase-like [Hydra vulgaris]	2.12E-17	7.07E-13	0.346979762	0.354	0.225
i_neuron/gland_cell_progenitor	t32323aep|SYMC_XENLA	PF09334;PF00458;PF00133	"PREDICTED: methionine--tRNA ligase, cytoplasmic-like [Hydra vulgaris]"	2.01E-23	6.71E-19	0.346504487	0.464	0.303
i_neuron/gland_cell_progenitor	t14613aep|CI085_HUMAN	PF10217	PREDICTED: uncharacterized protein C9orf85 homolog [Hydra vulgaris]	3.17E-19	1.06E-14	0.346023556	0.638	0.552
i_neuron/gland_cell_progenitor	t27552aep|ZPR1_BOVIN	PF03367	PREDICTED: zinc finger protein ZPR1-like [Hydra vulgaris]	3.14E-13	1.05E-08	0.345865732	0.596	0.524
i_neuron/gland_cell_progenitor	t38077aep|SFR1_HUMAN	PF10376	PREDICTED: swi5-dependent recombination DNA repair protein 1 homolog [Hydra vulgaris]	8.12E-29	2.71E-24	0.345111571	0.538	0.357
i_neuron/gland_cell_progenitor	t22155aep|RS15A_RAT	PF00410	PREDICTED: 40S ribosomal protein S15a-like [Hydra vulgaris] >gi|449676023|ref|XP_004208538.1| PREDICTED: 40S ribosomal protein S15a-like [Hydra vulgaris]	2.73E-57	9.12E-53	0.345004112	0.991	0.958
i_neuron/gland_cell_progenitor	t29099aep|SARNP_MOUSE	PF02037	PREDICTED: SAP domain-containing ribonucleoprotein-like [Hydra vulgaris]	3.51E-19	1.17E-14	0.344716828	0.61	0.495
i_neuron/gland_cell_progenitor	t37605aep|RFA3_MOUSE	PF08661	PREDICTED: replication protein A 14 kDa subunit-like [Hydra vulgaris]	1.87E-27	6.25E-23	0.34465673	0.441	0.274
i_neuron/gland_cell_progenitor	t8787aep|DDX21_HUMAN	PF00270;PF00271;PF08152;PF04851	PREDICTED: nucleolar RNA helicase 2-like [Hydra vulgaris]	1.86E-20	6.21E-16	0.344482565	0.566	0.434
i_neuron/gland_cell_progenitor	t1716aep|SUMO1_DANRE	PF11976;PF00240	PREDICTED: small ubiquitin-related modifier 1-like [Hydra vulgaris]	3.77E-27	1.26E-22	0.344304399	0.764	0.693
i_neuron/gland_cell_progenitor	t12794aep|NDUB9_ARATH	PF05347	PREDICTED: NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9-like [Acropora digitifera]	1.26E-16	4.20E-12	0.344288863	0.702	0.633
i_neuron/gland_cell_progenitor	t14205aep|PLK1_BOVIN	PF00069;PF07714;PF00659;PF14531	PREDICTED: serine/threonine-protein kinase PLK1-like [Hydra vulgaris]	1.92E-30	6.40E-26	0.344095747	0.37	0.189
i_neuron/gland_cell_progenitor	t22796aep|IMP4_RAT	PF04427	PREDICTED: uncharacterized protein LOC100206014 [Hydra vulgaris]	1.22E-25	4.08E-21	0.343733574	0.478	0.314
i_neuron/gland_cell_progenitor	t15589aep|ESF2_SCHPO	NA	PREDICTED: pre-rRNA-processing protein esf2-like [Hydra vulgaris]	5.34E-16	1.78E-11	0.343337117	0.416	0.292
i_neuron/gland_cell_progenitor	t11368aep|RM43_BOVIN	NA	"PREDICTED: 39S ribosomal protein L43, mitochondrial-like [Hydra vulgaris]"	2.73E-18	9.11E-14	0.342929949	0.508	0.383
i_neuron/gland_cell_progenitor	t4540aep|RS7_RAT	PF01251	PREDICTED: 40S ribosomal protein S7-like [Hydra vulgaris]	7.37E-52	2.46E-47	0.342675351	0.974	0.929
i_neuron/gland_cell_progenitor	t5494aep|EF1B_XENLA	PF00736;PF10587	PREDICTED: elongation factor 1-beta-like [Hydra vulgaris]	1.30E-45	4.33E-41	0.342293765	0.951	0.905
i_neuron/gland_cell_progenitor	t8646aep|HAKAI_MOUSE	NA	PREDICTED: E3 ubiquitin-protein ligase Hakai-like [Hydra vulgaris]	7.97E-19	2.66E-14	0.341564328	0.508	0.378
i_neuron/gland_cell_progenitor	t26861aep|TCRG1_MOUSE	PF01846;PF00397	PREDICTED: transcription elongation regulator 1-like isoform X1 [Hydra vulgaris]	1.71E-16	5.70E-12	0.341402958	0.566	0.457
i_neuron/gland_cell_progenitor	t4169aep	PF03020	PREDICTED: uncharacterized protein LOC100197248 [Hydra vulgaris]	1.04E-18	3.47E-14	0.3412793	0.455	0.32
i_neuron/gland_cell_progenitor	t2174aep|PSA5_MOUSE	PF00227;PF10584	PREDICTED: proteasome subunit alpha type-5-like [Hydra vulgaris]	2.12E-21	7.08E-17	0.340985393	0.728	0.638
i_neuron/gland_cell_progenitor	t29740aep|NUP85_BOVIN	PF07575	PREDICTED: nuclear pore complex protein Nup85-like [Hydra vulgaris]	2.01E-19	6.71E-15	0.340845962	0.508	0.38
i_neuron/gland_cell_progenitor	t25102aep|SPT6H_HUMAN	PF14633;PF14639;PF14635;PF14878;PF14641;PF09371;PF14632	PREDICTED: transcription elongation factor SPT6 [Hydra vulgaris]	5.68E-25	1.90E-20	0.340241549	0.549	0.403
i_neuron/gland_cell_progenitor	t33821aep	PF15341	PREDICTED: protein FAM207A-like isoform X1 [Hydra vulgaris] >gi|828216194|ref|XP_012560229.1| PREDICTED: protein FAM207A-like isoform X1 [Hydra vulgaris]	1.04E-15	3.47E-11	0.339870367	0.57	0.46
i_neuron/gland_cell_progenitor	t30140aep|YRD6_CAEEL	PF03564;PF05585	PREDICTED: uncharacterized protein LOC105845012 [Hydra vulgaris]	4.69E-44	1.57E-39	0.339846978	0.291	0.109
i_neuron/gland_cell_progenitor	t24393aep|PRS4_DROME	PF00004	PREDICTED: 26S protease regulatory subunit 4 [Hydra vulgaris]	3.66E-20	1.22E-15	0.339817449	0.649	0.571
i_neuron/gland_cell_progenitor	t11584aep|C1QBP_RAT	PF02330	"PREDICTED: complement component 1 Q subcomponent-binding protein, mitochondrial-like [Hydra vulgaris]"	5.96E-22	1.99E-17	0.339310331	0.679	0.591
i_neuron/gland_cell_progenitor	t23435aep|DLX1A_DANRE	PF00046	Homeobox protein Dlx3b [Dicentrarchus labrax]	1.36E-10	4.55E-06	0.338867431	0.362	0.262
i_neuron/gland_cell_progenitor	t17370aep|RM12_MOUSE	PF00542;PF16320	"PREDICTED: 39S ribosomal protein L12, mitochondrial-like, partial [Hydra vulgaris]"	9.52E-18	3.18E-13	0.338508725	0.591	0.502
i_neuron/gland_cell_progenitor	t4967aep|PSA1_MOUSE	PF00227;PF10584	PREDICTED: proteasome subunit alpha type-1-like [Hydra vulgaris]	6.31E-21	2.11E-16	0.337333973	0.67	0.576
i_neuron/gland_cell_progenitor	t20165aep	PF14943	"PREDICTED: uncharacterized protein LOC100199075, partial [Hydra vulgaris]"	2.70E-18	9.01E-14	0.337124069	0.653	0.559
i_neuron/gland_cell_progenitor	t16590aep|UBCD1_DROME	PF00179	PREDICTED: ubiquitin-conjugating enzyme E2-17 kDa [Hydra vulgaris]	4.24E-31	1.42E-26	0.336635532	0.882	0.819
i_neuron/gland_cell_progenitor	t4651aep|RS3A_NEMVE	PF01015	PREDICTED: 40S ribosomal protein S3a-like [Hydra vulgaris]	5.04E-44	1.68E-39	0.336562799	0.974	0.929
i_neuron/gland_cell_progenitor	t24441aep|ATAD5_HUMAN	NA	PREDICTED: uncharacterized protein LOC100207471 [Hydra vulgaris]	4.18E-24	1.39E-19	0.336423952	0.377	0.22
i_neuron/gland_cell_progenitor	t581aep|RS15_ELAOL	PF00203	PREDICTED: 40S ribosomal protein S15-like [Hydra vulgaris]	4.96E-86	1.66E-81	0.336065133	0.995	0.969
i_neuron/gland_cell_progenitor	t7433aep|PB1_CHICK	PF00439;PF01426	PREDICTED: LOW QUALITY PROTEIN: protein polybromo-1-like [Hydra vulgaris]	2.06E-21	6.87E-17	0.336035417	0.374	0.219
i_neuron/gland_cell_progenitor	t33101aep|SAFB1_MOUSE	PF02037;PF00076	PREDICTED: trichohyalin-like [Hydra vulgaris]	4.80E-24	1.60E-19	0.335689344	0.783	0.728
i_neuron/gland_cell_progenitor	t21833aep|CHERP_MOUSE	PF01805;PF04818;PF01585	PREDICTED: calcium homeostasis endoplasmic reticulum protein-like [Hydra vulgaris]	6.35E-19	2.12E-14	0.33559653	0.504	0.376
i_neuron/gland_cell_progenitor	t7478aep|EDF1_XENLA	PF08523;PF01381	PREDICTED: endothelial differentiation-related factor 1 homolog [Hydra vulgaris]	2.55E-25	8.52E-21	0.335497935	0.797	0.728
